,BST,LLRBT,BF
3948,1.9458006136119366e-05,7.004098733887076e-05,2.3959000827744603e-05
3949,1.5708006685599685e-05,7.254202500917017e-05,2.54589831456542e-05
3950,1.5290977898985147e-05,5.85830130148679e-05,2.8207985451444983e-05
3951,1.404198701493442e-05,8.283299393951893e-05,2.4957989808171988e-05
3952,1.8708000425249338e-05,6.695900810882449e-05,2.6124995201826096e-05
3953,1.5708996215835214e-05,7.016700692474842e-05,2.5124987587332726e-05
3954,1.9166996935382485e-05,6.158399628475308e-05,2.5708024622872472e-05
3955,1.4165998436510563e-05,5.6958000641316175e-05,3.29999893438071e-05
3956,2.0458974177017808e-05,6.324998685158789e-05,2.5582994567230344e-05
3957,1.4374993043020368e-05,6.133300485089421e-05,2.7916976250708103e-05
3958,1.9625003915280104e-05,5.812497693113983e-05,2.5166984414681792e-05
3959,2.1249987185001373e-05,6.0375023167580366e-05,2.416700590401888e-05
3960,1.5416997484862804e-05,5.583398160524666e-05,2.7708010748028755e-05
3961,1.3874989235773683e-05,7.083298987708986e-05,2.575002145022154e-05
3962,1.320798764936626e-05,5.183299072086811e-05,2.6249996153637767e-05
3963,1.7667014617472887e-05,8.58750136103481e-05,2.4708017008379102e-05
3964,2.037500962615013e-05,7.750000804662704e-05,2.7958012651652098e-05
3965,1.650000922381878e-05,6.958298035897315e-05,2.5832996470853686e-05
3966,1.7000013031065464e-05,6.683400715701282e-05,2.441700780764222e-05
3967,1.7292011762037873e-05,7.504099630750716e-05,2.9750022804364562e-05
3968,2.19999928958714e-05,5.5374985095113516e-05,2.5290995836257935e-05
3969,1.5166995581239462e-05,6.654200842604041e-05,2.720800694078207e-05
3970,2.3625005269423127e-05,6.462499732151628e-05,2.4916022084653378e-05
3971,1.2083997717127204e-05,7.104099495336413e-05,2.429200685583055e-05
3972,1.8749997252598405e-05,5.900001269765198e-05,2.5332992663607e-05
3973,1.4958000974729657e-05,6.70420122332871e-05,2.420798409730196e-05
3974,1.5790981706231833e-05,5.7958008255809546e-05,2.7750007575377822e-05
3975,1.4249992091208696e-05,5.5791984777897596e-05,2.458400558680296e-05
3976,1.429201802238822e-05,4.9583002692088485e-05,2.600002335384488e-05
3977,2.2541004000231624e-05,5.691699334420264e-05,2.5540997739881277e-05
3978,1.3290991773828864e-05,6.0542020946741104e-05,2.5457993615418673e-05
3979,1.4165998436510563e-05,7.249999907799065e-05,2.4457986000925303e-05
3980,1.579101081006229e-05,5.599998985417187e-05,2.7999980375170708e-05
3981,1.7082988051697612e-05,5.7249999372288585e-05,2.5874993298202753e-05
3982,1.5875004464760423e-05,5.3916999604552984e-05,2.500001573935151e-05
3983,1.4582998119294643e-05,7.541701779700816e-05,2.5666988221928477e-05
3984,1.5166995581239462e-05,5.85000088904053e-05,2.4917011614888906e-05
3985,1.5583005733788013e-05,6.879199645482004e-05,2.5666988221928477e-05
3986,1.6499980119988322e-05,7.770798401907086e-05,2.7082976885139942e-05
3987,1.766698551364243e-05,5.541701102629304e-05,2.5999994250014424e-05
3988,1.1665979400277138e-05,7.220800034701824e-05,2.7375004719942808e-05
3989,2.0292005501687527e-05,6.749999010935426e-05,2.5582994567230344e-05
3990,1.2083997717127204e-05,8.158298442140222e-05,2.5582994567230344e-05
3991,2.3792003048583865e-05,6.320801912806928e-05,2.4374981876462698e-05
3992,1.837499439716339e-05,6.69579894747585e-05,2.591699012555182e-05
3993,1.3832992408424616e-05,5.895798676647246e-05,2.5165994884446263e-05
3994,1.1708005331456661e-05,6.262501119635999e-05,2.5125016691163182e-05
3995,1.3957993360236287e-05,7.141701644286513e-05,2.7417001547291875e-05
3996,2.187499194405973e-05,6.804199074395001e-05,2.441700780764222e-05
3997,2.0209001377224922e-05,7.387500954791903e-05,2.345800749026239e-05
3998,2.4415989173576236e-05,6.229200516827404e-05,2.6458001229912043e-05
3999,1.462499494664371e-05,5.750000127591193e-05,2.4540990125387907e-05
4000,1.7584010493010283e-05,6.591700366698205e-05,2.600002335384488e-05
4001,1.2834003427997231e-05,6.408398621715605e-05,2.5957997422665358e-05
4002,1.5707977581769228e-05,5.570900975726545e-05,2.6041001547127962e-05
4003,1.591700129210949e-05,6.137500167824328e-05,2.5415996788069606e-05
4004,2.0790990674868226e-05,5.379199865274131e-05,2.695797593332827e-05
4005,1.575000351294875e-05,5.816700286231935e-05,2.5999994250014424e-05
4006,1.4666991773992777e-05,5.4041011026129127e-05,2.8750015189871192e-05
4007,1.2874981621280313e-05,6.575000588782132e-05,2.7709000278264284e-05
4008,1.5291996533051133e-05,5.85830130148679e-05,2.6166992029175162e-05
4009,1.3042008504271507e-05,5.4500007536262274e-05,2.5832996470853686e-05
4010,9.000010322779417e-06,6.125000072643161e-05,2.487501478753984e-05
4011,1.1625001206994057e-05,7.083400851115584e-05,2.7125002816319466e-05
4012,1.9500002963468432e-05,6.870899233035743e-05,2.6458001229912043e-05
4013,1.4208024367690086e-05,6.18330086581409e-05,2.5874993298202753e-05
4014,1.937500201165676e-05,6.566700176335871e-05,2.529201447032392e-05
4015,1.2791017070412636e-05,5.9125013649463654e-05,2.7790985768660903e-05
4016,1.6125006368383765e-05,7.075001485645771e-05,2.4874985683709383e-05
4017,1.4042016118764877e-05,5.570799112319946e-05,2.516701351851225e-05
4018,1.7624988686293364e-05,6.270798621699214e-05,2.608299837447703e-05
4019,1.5041005099192262e-05,4.5249995309859514e-05,2.6209017960354686e-05
4020,1.462499494664371e-05,8.024999988265336e-05,2.8082984499633312e-05
4021,1.3334007235243917e-05,5.966599564999342e-05,2.3999979021027684e-05
4022,2.037500962615013e-05,5.875001079402864e-05,2.504198346287012e-05
4023,1.2832984793931246e-05,5.929201142862439e-05,2.4833017960190773e-05
4024,1.8832972273230553e-05,6.329201278276742e-05,2.487501478753984e-05
4025,1.2750009773299098e-05,7.325000478886068e-05,2.4708017008379102e-05
4026,1.6125006368383765e-05,6.729198503307998e-05,2.7375004719942808e-05
4027,1.795898424461484e-05,6.891699740663171e-05,2.4749984731897712e-05
4028,1.9834027625620365e-05,6.387499161064625e-05,2.5291985366493464e-05
4029,7.208000170066953e-06,5.7666999055072665e-05,2.3499975213781e-05
4030,1.5083001926541328e-05,5.974998930469155e-05,2.724997466430068e-05
4031,1.883300137706101e-05,6.254101754166186e-05,2.4582986952736974e-05
4032,1.8165999790653586e-05,6.112499977461994e-05,2.5290995836257935e-05
4033,1.2625008821487427e-05,7.095799082890153e-05,2.541701542213559e-05
4034,2.112501533702016e-05,6.208298145793378e-05,2.795798354782164e-05
4035,1.5958998119458556e-05,6.949997623451054e-05,2.449998282827437e-05
4036,1.9083003280684352e-05,6.929101073183119e-05,2.5124987587332726e-05
4037,1.7874990589916706e-05,6.95830094628036e-05,2.4625012883916497e-05
4038,1.270900247618556e-05,5.295799928717315e-05,2.4042004952207208e-05
4039,1.7082988051697612e-05,6.033401587046683e-05,2.4957989808171988e-05
4040,2.3540982510894537e-05,6.916699931025505e-05,2.500001573935151e-05
4041,1.5291007002815604e-05,8.245802018791437e-05,2.7417001547291875e-05
4042,1.7666025087237358e-05,7.124998955987394e-05,3.47500026691705e-05
4043,1.7499987734481692e-05,5.262502236291766e-05,2.5540997739881277e-05
4044,1.5208002878353e-05,0.00014870800077915192,2.4042004952207208e-05
4045,1.6292004147544503e-05,6.641697837039828e-05,2.62079993262887e-05
4046,1.2125005014240742e-05,7.404200732707977e-05,2.7417001547291875e-05
4047,1.6083999071270227e-05,5.541701102629304e-05,2.5583984097465873e-05
4048,1.291697844862938e-05,6.504199700430036e-05,2.5625020498409867e-05
4049,2.6708003133535385e-05,6.85419945511967e-05,2.604199107736349e-05
4050,1.2375006917864084e-05,5.862500984221697e-05,2.487501478753984e-05
4051,1.5416997484862804e-05,6.074999691918492e-05,2.5832996470853686e-05
4052,2.1042011212557554e-05,8.325002272613347e-05,2.4791021132841706e-05
4053,8.99998121894896e-06,7.641699630767107e-05,2.5125016691163182e-05
4054,1.2958014849573374e-05,7.645899313502014e-05,2.5083980290219188e-05
4055,1.5833997167646885e-05,5.6666001910343766e-05,2.4957989808171988e-05
4056,1.550000160932541e-05,6.920800660736859e-05,2.5042012566700578e-05
4057,1.9416998839005828e-05,5.8125006034970284e-05,2.4792010663077235e-05
4058,2.0917010260745883e-05,6.404201849363744e-05,2.4665991077199578e-05
4059,1.4999997802078724e-05,6.44999963697046e-05,2.7000001864507794e-05
4060,2.0167004549875855e-05,6.437499541789293e-05,2.6583002181723714e-05
4061,1.0832998668774962e-05,6.920797750353813e-05,2.4959008442237973e-05
4062,1.837499439716339e-05,7.495799218304455e-05,2.3458997020497918e-05
4063,1.3500015484169126e-05,6.758299423381686e-05,2.4625012883916497e-05
4064,1.7749989638105035e-05,6.954197306185961e-05,2.520898124203086e-05
4065,1.9041006453335285e-05,6.162500358186662e-05,2.500001573935151e-05
4066,1.4291988918557763e-05,6.616598693653941e-05,2.500001573935151e-05
4067,1.2874981621280313e-05,6.633400334976614e-05,2.562499139457941e-05
4068,1.712498487904668e-05,6.67919812258333e-05,2.579198917374015e-05
4069,1.6375008272007108e-05,5.862500984221697e-05,5.262502236291766e-05
4070,1.8916005501523614e-05,6.033299723640084e-05,2.8125010430812836e-05
4071,5.095801316201687e-05,7.425001240335405e-05,2.5708985049277544e-05
4072,5.1042006816715e-05,6.36249897070229e-05,2.5457993615418673e-05
4073,3.9166974602267146e-05,6.916600978001952e-05,2.5290995836257935e-05
4074,2.5582994567230344e-05,6.42079976387322e-05,2.462498378008604e-05
4075,6.37920165900141e-05,5.78339968342334e-05,2.4999986635521054e-05
4076,5.6958990171551704e-05,6.383401341736317e-05,2.5582994567230344e-05
4077,2.9916991479694843e-05,7.762500899843872e-05,2.5084009394049644e-05
4078,2.4125009076669812e-05,7.716598338447511e-05,2.470900653861463e-05
4079,6.195800960995257e-05,6.750001921318471e-05,2.475001383572817e-05
4080,2.3375003365799785e-05,6.69579894747585e-05,2.4999986635521054e-05
4081,4.254101077094674e-05,5.491598858498037e-05,2.475001383572817e-05
4082,4.9458001740276814e-05,8.420800440944731e-05,2.4957989808171988e-05
4083,4.2750005377456546e-05,5.954198422841728e-05,2.358399797230959e-05
4084,2.8207985451444983e-05,6.616697646677494e-05,2.449998282827437e-05
4085,4.591597826220095e-05,8.25420138426125e-05,2.4957989808171988e-05
4086,7.154198829084635e-05,6.749999010935426e-05,2.5582994567230344e-05
4087,7.004101644270122e-05,6.19160127826035e-05,2.4416978703811765e-05
4088,4.912502481602132e-05,6.520800525322556e-05,2.4749984731897712e-05
4089,3.274998744018376e-05,7.516701589338481e-05,2.5332992663607e-05
4090,4.454201553016901e-05,5.620898446068168e-05,2.5708985049277544e-05
4091,4.3750012991949916e-05,5.604102625511587e-05,2.6500027161091566e-05
4092,4.979100776836276e-05,8.504098514094949e-05,2.591699012555182e-05
4093,3.962501068599522e-05,7.883302168920636e-05,2.5457993615418673e-05
4094,4.1207997128367424e-05,6.287498399615288e-05,2.795798354782164e-05
4095,4.620800609700382e-05,6.883300375193357e-05,2.4582986952736974e-05
4096,5.845801206305623e-05,6.275001214817166e-05,2.4834007490426302e-05
4097,0.00015829200856387615,6.804100121371448e-05,2.5749992346391082e-05
4098,2.487501478753984e-05,6.941601168364286e-05,2.475001383572817e-05
4099,1.650000922381878e-05,6.925000343471766e-05,2.5332992663607e-05
4100,1.8582999473437667e-05,7.108401041477919e-05,2.4707987904548645e-05
4101,1.2250005966052413e-05,7.52079940866679e-05,2.5083019863814116e-05
4102,1.2500007869675756e-05,7.229202310554683e-05,2.4416018277406693e-05
4103,2.0374980522319674e-05,6.525000208057463e-05,2.500001573935151e-05
4104,2.2916996385902166e-05,7.350000669248402e-05,2.5249988539144397e-05
4105,1.6250007320195436e-05,5.862500984221697e-05,2.4917011614888906e-05
4106,1.2749980669468641e-05,7.383301272056997e-05,2.5042012566700578e-05
4107,2.6416993932798505e-05,6.0457998188212514e-05,2.5374989490956068e-05
4108,2.195901470258832e-05,6.0874997870996594e-05,2.4625012883916497e-05
4109,1.3041018974035978e-05,5.791700095869601e-05,2.5459012249484658e-05
4110,2.241699257865548e-05,6.020802538841963e-05,2.4832988856360316e-05
4111,1.5041005099192262e-05,5.6374992709606886e-05,2.7165981009602547e-05
4112,2.0624982425943017e-05,5.887501174584031e-05,2.5582994567230344e-05
4113,1.0834017302840948e-05,7.437498425133526e-05,2.5290995836257935e-05
4114,1.504199462942779e-05,6.033398676663637e-05,2.7291011065244675e-05
4115,2.4833017960190773e-05,6.037499406374991e-05,2.5332992663607e-05
4116,1.9916973542422056e-05,7.94160005170852e-05,2.779200440272689e-05
4117,1.53339933604002e-05,5.908298771828413e-05,2.4500011932104826e-05
4118,1.3874989235773683e-05,6.816699169576168e-05,2.391697489656508e-05
4119,1.4791992725804448e-05,7.737497799098492e-05,2.5958986952900887e-05
4120,1.4542019926011562e-05,6.920797750353813e-05,2.4625012883916497e-05
4121,9.599997429177165e-05,5.5209005950018764e-05,2.508299075998366e-05
4122,2.8291979106143117e-05,6.454202230088413e-05,2.433298504911363e-05
4123,2.9999995604157448e-05,5.9874990256503224e-05,2.4541979655623436e-05
4124,1.4167017070576549e-05,7.366598583757877e-05,2.4959008442237973e-05
4125,1.4417018974199891e-05,6.883297464810312e-05,2.620898885652423e-05
4126,1.4584016753360629e-05,6.941700121387839e-05,2.5834015104919672e-05
4127,1.6167003195732832e-05,5.6374992709606886e-05,2.608299837447703e-05
4128,2.5625020498409867e-05,6.045898771844804e-05,2.441700780764222e-05
4129,1.533300383016467e-05,6.36249897070229e-05,2.5083980290219188e-05
4130,1.6082980437204242e-05,7.808298687450588e-05,2.475001383572817e-05
4131,1.5041005099192262e-05,7.058298797346652e-05,2.4250010028481483e-05
4132,1.0666990419849753e-05,6.408299668692052e-05,2.458301605656743e-05
4133,1.5416997484862804e-05,6.845800089649856e-05,2.6083987904712558e-05
4134,1.1500000255182385e-05,5.849997978657484e-05,2.6790978154167533e-05
4135,2.2541993530467153e-05,6.037499406374991e-05,2.4582986952736974e-05
4136,1.983399852178991e-05,7.266600732691586e-05,2.4375010980293155e-05
4137,1.9583007087931037e-05,7.78749817982316e-05,2.6291992980986834e-05
4138,1.391599653288722e-05,6.866702460683882e-05,2.4917011614888906e-05
4139,1.983300899155438e-05,5.820899968966842e-05,2.4542008759453893e-05
4140,1.575000351294875e-05,6.562500493600965e-05,2.5832996470853686e-05
4141,1.6875012079253793e-05,7.483299123123288e-05,2.8292008209973574e-05
4142,1.575000351294875e-05,6.458300049416721e-05,2.3916014470160007e-05
4143,1.883399090729654e-05,6.979101453907788e-05,2.591699012555182e-05
4144,1.879199407994747e-05,6.000002031214535e-05,2.4334003683179617e-05
4145,2.1499989088624716e-05,6.533300620503724e-05,2.4792010663077235e-05
4146,1.420799526385963e-05,7.40000104997307e-05,2.4792010663077235e-05
4147,1.462499494664371e-05,6.512500112876296e-05,2.470900653861463e-05
4148,1.2208009138703346e-05,8.908400195650756e-05,2.6374997105449438e-05
4149,1.3749988283962011e-05,8.550001075491309e-05,2.5416986318305135e-05
4150,1.966700074262917e-05,6.154199945740402e-05,2.5582994567230344e-05
4151,1.6583013348281384e-05,6.062499596737325e-05,2.520799171179533e-05
4152,1.3250013580545783e-05,7.008298416621983e-05,2.4540990125387907e-05
4153,1.1750002158805728e-05,6.462499732151628e-05,2.4625012883916497e-05
4154,1.7749989638105035e-05,7.091602310538292e-05,2.441700780764222e-05
4155,1.6959005733951926e-05,6.15829776506871e-05,2.500001573935151e-05
4156,1.3374985428526998e-05,5.862500984221697e-05,2.7833011699840426e-05
4157,1.8332997569814324e-05,5.537501419894397e-05,2.3708009393885732e-05
4158,2.549999044276774e-05,6.062499596737325e-05,2.4792010663077235e-05
4159,1.4542019926011562e-05,6.183297955431044e-05,2.408298314549029e-05
4160,1.737498678267002e-05,6.783401477150619e-05,2.7791975298896432e-05
4161,2.1209008991718292e-05,6.583301001228392e-05,2.5166984414681792e-05
4162,1.5708006685599685e-05,5.8833014918491244e-05,2.6249996153637767e-05
4163,1.7959013348445296e-05,6.833299994468689e-05,2.4457986000925303e-05
4164,1.4374993043020368e-05,6.212497828528285e-05,2.3957982193678617e-05
4165,1.5083001926541328e-05,6.429202039726079e-05,2.5332992663607e-05
4166,1.6082980437204242e-05,6.108300294727087e-05,2.4792010663077235e-05
4167,2.1000014385208488e-05,5.545798921957612e-05,2.4250010028481483e-05
4168,2.058298559859395e-05,6.458300049416721e-05,2.5583984097465873e-05
4169,1.4959019608795643e-05,6.512500112876296e-05,2.5416986318305135e-05
4170,1.5582976629957557e-05,6.595801096409559e-05,2.4375010980293155e-05
4171,1.5416007954627275e-05,6.391599890775979e-05,2.3416010662913322e-05
4172,1.5041005099192262e-05,6.074999691918492e-05,2.5541987270116806e-05
4173,2.1042011212557554e-05,7.841599290259182e-05,2.5416986318305135e-05
4174,2.520898124203086e-05,5.904099089093506e-05,2.4708017008379102e-05
4175,2.245799987576902e-05,6.150000263005495e-05,2.579099964350462e-05
4176,1.5541998436674476e-05,6.650001159869134e-05,2.416700590401888e-05
4177,2.1625019144266844e-05,7.116701453924179e-05,2.5959016056731343e-05
4178,1.820802572183311e-05,6.908300565555692e-05,2.4834007490426302e-05
4179,1.808302477002144e-05,7.604199345223606e-05,2.604199107736349e-05
4180,9.95901064015925e-06,7.237499812617898e-05,2.4500011932104826e-05
4181,1.6709003830328584e-05,6.874999962747097e-05,2.4500011932104826e-05
4182,2.0292005501687527e-05,7.412501145154238e-05,2.733300789259374e-05
4183,1.550000160932541e-05,6.991601549088955e-05,2.500001573935151e-05
4184,1.2790987966582179e-05,5.8250006986781955e-05,2.754098386503756e-05
4185,2.1041021682322025e-05,7.366700447164476e-05,2.4999986635521054e-05
4186,1.5833997167646885e-05,6.070901872590184e-05,2.4542008759453893e-05
4187,1.7542013665661216e-05,6.329201278276742e-05,2.541701542213559e-05
4188,1.491600414738059e-05,7.449998520314693e-05,2.4667009711265564e-05
4189,9.374984074383974e-06,8.75420228112489e-05,2.566599869169295e-05
4190,1.750001683831215e-05,6.091702380217612e-05,2.5667017325758934e-05
4191,1.2874981621280313e-05,6.816600216552615e-05,2.4667009711265564e-05
4192,1.358301960863173e-05,6.937500438652933e-05,2.4666980607435107e-05
4193,1.404198701493442e-05,7.279199780896306e-05,2.449998282827437e-05
4194,1.2208009138703346e-05,7.712497608736157e-05,2.55830236710608e-05
4195,1.7499987734481692e-05,6.262498209252954e-05,2.487501478753984e-05
4196,2.2666994482278824e-05,5.620898446068168e-05,2.750000567175448e-05
4197,1.912500010803342e-05,5.704097566194832e-05,2.479198155924678e-05
4198,1.3084005331620574e-05,5.2749994210898876e-05,2.7417001547291875e-05
4199,1.4583987649530172e-05,6.675001350231469e-05,2.458400558680296e-05
4200,1.5166995581239462e-05,6.349998875521123e-05,2.4999986635521054e-05
4201,1.462499494664371e-05,6.525000208057463e-05,2.4416018277406693e-05
4202,1.4290999388322234e-05,6.995900184847414e-05,2.5874993298202753e-05
4203,2.2958003683015704e-05,7.604100392200053e-05,2.5249988539144397e-05
4204,1.2166972737759352e-05,5.7249999372288585e-05,2.4042004952207208e-05
4205,2.012500772252679e-05,6.249998114071786e-05,2.5124987587332726e-05
4206,2.1332991309463978e-05,5.8457982959225774e-05,2.6958005037158728e-05
4207,1.95419997908175e-05,5.395800690166652e-05,2.470900653861463e-05
4208,2.008400042541325e-05,5.854197661392391e-05,2.3917004000395536e-05
4209,1.016599708236754e-05,7.229097536765039e-05,2.520898124203086e-05
4210,2.1083018509671092e-05,5.366699770092964e-05,2.3708009393885732e-05
4211,1.720900763757527e-05,5.7083991123363376e-05,2.370899892412126e-05
4212,1.4666991773992777e-05,7.154198829084635e-05,2.6124995201826096e-05
4213,1.9625003915280104e-05,7.524999091401696e-05,2.7457979740574956e-05
4214,2.145799226127565e-05,5.720800254493952e-05,2.645899076014757e-05
4215,1.329102087765932e-05,6.708301953040063e-05,2.4083012249320745e-05
4216,1.683298614807427e-05,7.10829917807132e-05,2.6541005354374647e-05
4217,9.625015081837773e-06,5.6541000958532095e-05,2.529201447032392e-05
4218,1.1957978131249547e-05,6.245900294743478e-05,2.5124987587332726e-05
4219,1.3333017705008388e-05,6.066699279472232e-05,2.408298314549029e-05
4220,1.333397813141346e-05,5.6334014516323805e-05,2.4249980924651027e-05
4221,1.6833015251904726e-05,5.800000508315861e-05,2.5999994250014424e-05
4222,2.604199107736349e-05,6.358299287967384e-05,2.7250003768131137e-05
4223,9.66701190918684e-06,6.541699985973537e-05,2.4290988221764565e-05
4224,2.066601882688701e-05,5.862500984221697e-05,2.4582986952736974e-05
4225,1.562500256113708e-05,7.441698107868433e-05,2.4999986635521054e-05
4226,1.5416997484862804e-05,6.929200026206672e-05,2.5709014153108e-05
4227,1.3999990187585354e-05,5.3750001825392246e-05,2.5124987587332726e-05
4228,2.0584004232659936e-05,4.99580055475235e-05,2.458301605656743e-05
4229,1.4749995898455381e-05,5.4333009757101536e-05,2.4250010028481483e-05
4230,1.895800232887268e-05,7.412498234771192e-05,2.5083019863814116e-05
4231,1.666697789914906e-05,7.425001240335405e-05,2.908398164436221e-05
4232,1.6958016203716397e-05,5.370800499804318e-05,2.4625012883916497e-05
4233,1.783299376256764e-05,5.4374977480620146e-05,2.4665991077199578e-05
4234,1.6458012396469712e-05,6.220900104381144e-05,2.400000812485814e-05
4235,1.500002690590918e-05,5.3458992624655366e-05,2.4792010663077235e-05
4236,1.999997766688466e-05,7.650000043213367e-05,2.4541019229218364e-05
4237,1.0957999620586634e-05,7.762500899843872e-05,2.5541987270116806e-05
4238,2.0292005501687527e-05,5.7375000324100256e-05,2.7250003768131137e-05
4239,2.5540997739881277e-05,7.170799653977156e-05,2.4917011614888906e-05
4240,1.550000160932541e-05,5.8582983911037445e-05,2.379098441451788e-05
4241,1.3499986380338669e-05,6.004201713949442e-05,2.4707987904548645e-05
4242,2.0000006770715117e-05,7.158299558795989e-05,2.5124987587332726e-05
4243,1.5915982658043504e-05,5.649999366141856e-05,2.6166992029175162e-05
4244,2.3249973310157657e-05,5.5666983826085925e-05,2.6084017008543015e-05
4245,1.8667022231966257e-05,0.00010450000991113484,2.4666980607435107e-05
4246,1.4332996215671301e-05,5.733399302698672e-05,2.587502240203321e-05
4247,1.0082992957904935e-05,7.825001375749707e-05,2.5250017642974854e-05
4248,1.5416997484862804e-05,6.166700040921569e-05,2.4416978703811765e-05
4249,2.0708015654236078e-05,6.587500683963299e-05,2.449998282827437e-05
4250,9.874987881630659e-06,9.145800140686333e-05,2.4749984731897712e-05
4251,1.7332989955320954e-05,6.0708000091835856e-05,2.4874985683709383e-05
4252,1.5083001926541328e-05,6.283298716880381e-05,2.487501478753984e-05
4253,1.575000351294875e-05,7.937499321997166e-05,2.4625012883916497e-05
4254,1.029198756441474e-05,7.041700882837176e-05,2.5708985049277544e-05
4255,1.6332982340827584e-05,6.054199184291065e-05,2.4958018912002444e-05
4256,1.6667007002979517e-05,6.137500167824328e-05,2.6708003133535385e-05
4257,1.7332989955320954e-05,5.15839783474803e-05,2.562499139457941e-05
4258,8.832983439788222e-06,7.795900455676019e-05,2.5832996470853686e-05
4259,1.4209013897925615e-05,6.945899804122746e-05,2.433298504911363e-05
4260,1.462499494664371e-05,7.02909892424941e-05,2.462498378008604e-05
4261,2.4500011932104826e-05,6.1166996601969e-05,2.662499900907278e-05
4262,1.6417005099356174e-05,6.391698843799531e-05,2.4666980607435107e-05
4263,2.0750012481585145e-05,6.683400715701282e-05,2.4707987904548645e-05
4264,1.583402627147734e-05,6.683301762677729e-05,2.4792010663077235e-05
4265,1.0583986295387149e-05,6.141699850559235e-05,2.4457986000925303e-05
4266,5.8792007621377707e-05,5.758300540037453e-05,2.5707995519042015e-05
4267,2.4542008759453893e-05,7.741598528809845e-05,2.5084009394049644e-05
4268,2.054200740531087e-05,6.474999827332795e-05,2.5249988539144397e-05
4269,1.5416997484862804e-05,6.212500738911331e-05,2.5415996788069606e-05
4270,1.2417003745213151e-05,7.620800170116127e-05,2.7083995519205928e-05
4271,1.925000105984509e-05,6.908297655172646e-05,2.5250017642974854e-05
4272,1.4458026271313429e-05,6.591700366698205e-05,2.562499139457941e-05
4273,1.9166996935382485e-05,7.333300891332328e-05,2.691699774004519e-05
4274,1.545899431221187e-05,6.724998820573092e-05,2.516701351851225e-05
4275,1.9291997887194157e-05,8.891697507351637e-05,2.5666988221928477e-05
4276,1.5708996215835214e-05,8.57920094858855e-05,2.4749984731897712e-05
4277,1.633301144465804e-05,7.016601739451289e-05,2.5625020498409867e-05
4278,2.608299837447703e-05,6.616598693653941e-05,2.5124987587332726e-05
4279,1.970797893591225e-05,6.637498154304922e-05,2.475001383572817e-05
4280,2.1750020096078515e-05,5.3208990721032023e-05,2.508299075998366e-05
4281,1.1500000255182385e-05,6.833398947492242e-05,2.5375018594786525e-05
4282,1.983300899155438e-05,7.587499567307532e-05,2.4749984731897712e-05
4283,1.795799471437931e-05,7.599999662488699e-05,2.491599298082292e-05
4284,1.6542006051167846e-05,7.341700256802142e-05,2.487501478753984e-05
4285,1.2250005966052413e-05,7.620800170116127e-05,2.4665991077199578e-05
4286,2.5709014153108e-05,6.1166996601969e-05,2.4249980924651027e-05
4287,2.37500062212348e-05,7.654100772924721e-05,2.541701542213559e-05
4288,1.429201802238822e-05,7.854102295823395e-05,2.487501478753984e-05
4289,1.7875019693747163e-05,5.929201142862439e-05,2.504198346287012e-05
4290,1.7416983610019088e-05,6.333400961011648e-05,2.4209002731367946e-05
4291,1.733400858938694e-05,6.716701318509877e-05,2.400000812485814e-05
4292,2.5334011297672987e-05,5.820899968966842e-05,2.575002145022154e-05
4293,2.066700835712254e-05,7.266702596098185e-05,2.4749984731897712e-05
4294,2.9125018045306206e-05,5.841700476594269e-05,2.529201447032392e-05
4295,1.9708008039742708e-05,6.004102760925889e-05,2.4958018912002444e-05
4296,2.2208027075976133e-05,5.754097946919501e-05,2.5332992663607e-05
4297,2.0124978618696332e-05,6.620798376388848e-05,2.4416978703811765e-05
4298,1.7166021279990673e-05,8.345799869857728e-05,2.5374989490956068e-05
4299,1.420799526385963e-05,6.741698598489165e-05,2.400000812485814e-05
4300,1.5166006051003933e-05,6.049999501556158e-05,2.500001573935151e-05
4301,1.9708997569978237e-05,7.045900565572083e-05,2.3749977117404342e-05
4302,2.2792024537920952e-05,6.591700366698205e-05,2.429200685583055e-05
4303,2.1790998289361596e-05,8.25420138426125e-05,2.479198155924678e-05
4304,1.6457983292639256e-05,6.991697591729462e-05,2.4708017008379102e-05
4305,1.5708006685599685e-05,6.799999391660094e-05,2.4625012883916497e-05
4306,1.2584001524373889e-05,7.762500899843872e-05,2.4083012249320745e-05
4307,1.5249999705702066e-05,7.833301788195968e-05,2.508299075998366e-05
4308,2.058298559859395e-05,6.637501064687967e-05,2.5541987270116806e-05
4309,1.6375008272007108e-05,7.466698298230767e-05,2.7416012017056346e-05
4310,9.374984074383974e-06,7.937499321997166e-05,2.70830059889704e-05
4311,1.4958000974729657e-05,5.8125006034970284e-05,2.4958018912002444e-05
4312,1.0666990419849753e-05,6.225000834092498e-05,2.4542008759453893e-05
4313,2.0915991626679897e-05,6.808398757129908e-05,2.5084009394049644e-05
4314,2.3917004000395536e-05,6.337501690723002e-05,2.5290995836257935e-05
4315,1.4833000022917986e-05,7.695800741203129e-05,2.5374989490956068e-05
4316,1.7916987417265773e-05,6.804201984778047e-05,2.5582994567230344e-05
4317,1.4874996850267053e-05,7.04169797245413e-05,2.4457986000925303e-05
4318,1.9708008039742708e-05,6.104199565015733e-05,2.4582986952736974e-05
4319,1.3374985428526998e-05,7.166701834648848e-05,2.408298314549029e-05
4320,1.4833989553153515e-05,6.024999311193824e-05,2.4209002731367946e-05
